eth_date,day_id,sinksar_saints_count,tselot_books_count,matched,missing_count,match_rate_percent,missing_saints_list
10-18,288,6,1,1,5,17,አባ ድምያኖስ ጻድቅ ሊቀ ዻዻሳት (annual) | ቅዱስ ኤስድሮስ ሰማዕት (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)
10-19,289,9,9,4,5,44,"ቅዱስ ጊዮርጊስ ሐዲስ ሰማዕት (annual) | ቅዱሳን ""፭ቱ"" ጭፍሮች (በብዙ ስቃይ ሰማዕት የሆኑ ባልንጀሮች) (annual) | አባቶቻችን የደብረ ቁዋዐት ጻድቃን (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)"
10-20,290,10,4,1,9,10,እመቤታችን ቅድስት ድንግል ማርያም (annual) | ቅድስት ቤተ ክርስቲያን (annual) | ቅዱሳን ሐዋርያት (annual) | ቅዱስ ኤልሳዕ ነቢይ (ዕረፍቱ) (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (ንጉሠ ኢትዮዽያ) (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
10-21,291,14,22,2,12,14,ቅድስት ቤተ ክርስቲያን (annual) | ቅዱሳን ሐዋርያት (annual) | ቅዱሳን ጳውሎስና በርናባስ (annual) | ቅዱስ ቶማስ ሐዋርያ (annual) | ቅዱስ ባስልዮስ ዘቂሣርያ (annual) | ቅዱስ ጢሞቴዎስ ዘምስር (ሰማዕት) (annual) | አባ ከላድያኖስ ሊቀ ጳጳሳት (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ (monthly)
10-22,292,8,5,2,6,25,ቅዱስ አባ ጳውሊ የዋሕ (annual) | ቅዱሳን ወክቡራን ቆዝሞስና ድምያኖስ (ሰማዕታት) (annual) | ቅድስት ቴዎዳዳ ሰማዕት (እናታቸው) (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ እንጦንዮስ (አበ መነኮሳት) (monthly)
10-23,293,10,14,4,6,40,ቅዱሳን መርቆሬዎስ ፊልዾስና ቶማስ (ሰማዕታት) (annual) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly) | ቅዱስ ዳንኤል (monthly)
10-24,294,10,12,3,7,30,"ቅዱስ አባ ሙሴ ጸሊም (ኢትዮጵያዊ) (annual) | ""፯ቱ"" ቅዱሳን መነኮሳት (ደቀ መዛሙርቱ) (annual) | አባ ኤስድሮስ ታላቁ (annual) | ቅዱስ አጋቢጦስ (ጻድቅ ኤጲስቆጶስ) (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly) | አቡነ ዘዮሐንስ ጻድቅ (ኢትዮጵያዊ) (monthly)"
10-25,295,11,9,3,8,27,ቅዱስ ይሁዳ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅድስት አብሮቅላ (ሚስቱ) (annual) | አባ ጴጥሮስ ሊቀ ጳጳሳት (annual) | የጸደይ መውጫ / የክረምት መግቢያ (annual) | ቅድስት ቴክላ ሐዋርያዊት (monthly) | ቅዱስ አበከረዙን ሰማዕት (monthly) | ቅዱስ ዱማድዮስ ሶርያዊ (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)
10-26,296,7,7,2,5,29,ቅዱስ ኢያሱ ነቢይ ወመስፍን (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly) | አቡነ ሰላማ ከሣቴ ብርሃን (monthly)
10-27,297,12,15,2,10,17,ቅዱስ ሐናንያ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱስ ቶማስ ሰማዕት (ዘሰንደላት) (annual) | ቅዱስ አልዓዛር ነዳይ (በነዌ ደጅ የወደቀ ቀጥሎ ደግሞ ‪‎በአብርሃም‬ እቅፍ ውስጥ የተገኘ ጻድቅ- ሉቃ (annual) | ፲፮ ፥፲፱)‬‬‬ (annual) | ቅዱስ ማማስ (annual) | አቡነ መብዐ ፅዮን ጻድቅ (monthly) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
10-28,298,9,3,2,7,22,አባ ቴዎዶስዮስ ሊቀ ዻዻሳት (annual) | ቅዱስ ባስልዮስ (annual) | ቅዱስ ባሊዲስ (annual) | ቅዱሳን አበው (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅዱስ እንድራኒቆስና ሚስቱ ቅድስት አትናስያ (monthly) | ቅድስት ዓመተ ክ ክርስቶስ (monthly) | ቅዱስ ቴዎድሮስ ሮማዊ (ሰማዕት) (monthly)
10-29,299,11,11,4,7,36,"ቅዱስ ማርቆስ ንጉሠ ሮም (ጻድቅ ንጹሕና ገዳማዊ) (annual) | ቅዱስ ቴዎድሮስ ጻድቅ (ንጉሠ ኢትዮዽያ) (annual) | ቅዱስ ዓምደ ሚካኤል ኢትዮዽያዊ (ፍልሠቱ) (annual) | ""፯ቱ"" ቅዱሳን መስተጋድላን (አባ አብሲዳ አባ ኮቶሎስ አባ አርድማ አባ ኒኮላስ አባ ሙሴ አባ እሴይ አባ ብሶይ) (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ጴጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)"
10-30,300,8,5,2,6,25,ቅዱሳን ዘካርያስና ኤልሳቤጥ (ወላጆቹ) (annual) | አባ ጌራን መስተጋድል (ሕንዳዊ) (annual) | ቅዱሳት ደናግል ማርያና ማርታ (ከ፫፮ቱ ቅዱሳት አንስት-የአልዓዛር እህቶች) (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
11-1,301,11,13,4,7,36,አበው ቅዱሳን ብዮክና ብንያሚን (annual) | ቅድስት ቅፍሮንያ (ሰማዕት ወጻድቅት) (annual) | ቅዱስ ቶማስ ሐዋርያ (annual) | አቡነ ገብረ መድኅን ጻድቅ (annual) | አባ ክልዮስ ዘሮሜ (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
11-2,302,7,4,2,5,29,ቅዱስ ኢዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (monthly)
11-3,303,9,12,4,5,44,ቅዱስ ቄርሎስ ሊቅ (ዓምደ ሃይማኖት) (annual) | ቅዱስ ክልስቲያኖስ ዘሮሜ (ታላቅ ጻድቅ ሊቀ ዻዻሳት) (annual) | አባ ሉቅያስ ኤዺስ ቆዾስ (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly)
11-4,304,7,9,4,3,57,"""፲፪ቱ"" ቅዱሳን ደቂቀ ነቢያት (annual) | ቅዱስ ሶፎንያስ ነቢይ (ዕረፍቱ) (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)"
11-5,305,11,11,2,9,18,ቅዱስ ዻውሎስ ብርሃነ ዓለም (annual) | ቅዱሳን ፯፪ቱ አርድእት (ዛሬ ሁሉም ይታሠባሉ) (annual) | ቅዱስ ሳቁኤል ሊቀ መላእክት (annual) | ቅድስት መስቀል ክብራ (የቅዱስ ላሊበላ ሚስት) (annual) | ቅዱሳን ዘደብረ ዓሣ (annual) | ቅዱሳት አንስት (ዴውርስ፣ ቃርያ፣ አቅባማ፣ አቅረባንያና አክስቲያና-የቅዱስ ዼጥሮስ ተከታዮች) (annual) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly) | ቅድስት አውጋንያ (ሰማዕትና ጻድቅ) (monthly)
11-6,306,15,11,3,12,20,ቅዱስ መርቄሎስ ሐዋርያ (ከ፯፪ቱ አርድእት) (annual) | ቅዱስ ዕዝራ ነቢይ (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (annual) | ቅድስት ቴዎዳስያ ሰማዕት (annual) | ቅድስት ንስተሮኒን ዘኢየሩሳሌም (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
11-7,307,10,9,2,8,20,ቅዱሳን አብርሃምና ሣራ ( ሥላሴ ን ያስተናገዱ) (annual) | ብሥራተ ልደተ ይስሐቅ (annual) | ታላቁ አባ ሲኖዳ (የባሕታውያን ሁሉ አለቃ) (annual) | አባ መቃቢስ (annual) | አባ አግራጥስ (annual) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
11-8,308,10,3,1,9,10,አባ ብሶይ ጻድቅ (ኮከበ ገዳም) (annual) | አባ ሚሳኤል ነዳይ (ጻድቅ) (annual) | አባ ቢማ ሰማዕት (annual) | አባ በላኒ ሰማዕት (annual) | ቅዱሳን አቤሮንና አቶም (ሰማዕታት) (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)
11-9,309,10,8,3,7,30,"አባ ኅልያን ገዳማዊ (annual) | ቅዱስ ቴዎድሮስ ሰማዕት (ዘሐምስቱ አሕጉር) (annual) | ቅዱስ ታውድሮስ ሰማዕት (annual) | ሰማዕታት ሉክዮስና ድግናንዮስ (በንስሃ ለክብር የበቁ የጦር አለቆች) (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""፫፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
11-10,310,9,6,3,6,33,ቅዱስ ናትናኤል ሐዋርያ (ቀናተኛው ስምዖን) (annual) | ታላቁ አባ ብስንዳ ጻድቅ (annual) | አባ ከላድያኖስ ሊቀ ዻዻሳት (annual) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)
11-11,311,9,10,4,5,44,ቅዱስ አባ ዮሐንስ (ሰማዕት ወጻድቅ) (annual) | ቅዱስ ስምዖን (ደቀ መዝሙሩ) (annual) | አባ ኢሳይያስ ዘገዳመ አስቄጥስ (annual) | አባ ገብርኤል ሊቀ ዻዻሳት (annual) | ማር ገላውዴዎስ ሰማዕት (monthly)
11-12,312,11,18,4,7,36,ቅዱስ ሕዝቅያስ ንጉሥ (annual) | ቅዱስ ኢሳይያስ ልዑለ ቃል (annual) | ቅዱስ አባ ሖር ሰማዕት (annual) | ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ድሜጥሮስ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly)
11-13,313,9,15,3,6,33,"ቅዱስ ብስንድዮስ ሊቅ ወጻድቅ (annual) | ቅዱስ አሞን ሰማዕት (ዘሃገረ ጡህ) (annual) | ""99ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
11-14,314,11,4,1,10,9,ቅዱስ አብሮኮሮንዮስ ሰማዕት (annual) | ቅዱሳን ክርስቶፎሮስና ቴዎዳስያ (ወላጆቹ) (annual) | ታላቁ ቅዱስ መቃርስ (የመነኮሳት አለቃ) (annual) | ቅዱስ አሞንዮስ (annual) | ቅዱስ ገብረ ክርስቶስ መርዓዊ (monthly) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | ቅዱስ ሙሴ ( የእግዚአብሔር ሰው) (monthly) | አባ ስምዖን ገዳማዊ (monthly) | አባ ዮሐንስ ጻድቅ (monthly) | እናታችን ቅድስት ነሣሒት (monthly)
11-15,315,8,6,2,6,25,ቅዱስ ማር ኤፍሬም ሶርያዊ (አፈ በረከት) (annual) | ብርሃናተ ዓለም ቅዱሳን ሐዋርያት ዼጥሮስ ወዻውሎስ (annual) | አባ ሐርዮንና ደቀ መዛሙርቱ (ሰማዕታት) (annual) | አባ ፍሬምናጦስ መስተጋድል (annual) | ቅድስት እንባ መሪና (monthly) | ቅድስት ክርስጢና (monthly)
11-16,316,7,3,3,4,43,ቅድስት ኤልሳቤጥ (የመጥምቁ ዮሐንስ እናት) (monthly) | ቅዱስ አኖሬዎስ ንጉሥ ጻድቅ (monthly) | አባ አቡናፍር ገዳማዊ (monthly) | አባ ዳንኤል ጻድቅ (monthly)
11-17,317,11,10,3,8,27,ቅዱስ ዮናስ ነቢይ (ከአሣ አንበሪ ሆድ የወጣበት) (annual) | ቅድስት አውፎምያ (ጻድቅትና ሰማዕት) (annual) | ቅዱስ ዘካርያስ (annual) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ ዘብዴዎስ) (monthly) | ቅዱሳን አበው መክሲሞስና ዱማቴዎስ (monthly) | አባ ዸላሞን ፈላሢ (monthly) | አባ ለትጹን የዋህ (monthly) | ቅዱስ ኤዺፋንዮስ ሊቅ (ዘደሴተ ቆዽሮስ) (monthly)
11-18,318,8,1,1,7,12,"ቅዱስ ያዕቆብ ሐዋርያ (ከ፯፪ቱ አርድእት-የመጀመሪያው የኢየሩሳሌም ሊቀ ዻዻሳት) (annual) | ቅዱስ አትናቴዎስ ሰማዕት (annual) | ቅዱስ እንድራኒቆስ ሰማዕት (annual) | ""፱,000"" ሰማዕታት (የቅዱስ ኤስድሮስ ማሕበር) (annual) | ቅዱስ ፊልዾስ ሐዋርያ (monthly) | አቡነ አኖሬዎስ ዘደብረ ጽጋጋ (monthly) | ማር ያዕቆብ ግብፃዊ (monthly)"
11-19,319,8,12,5,3,62,ቅዱሳን ሰማዕታተ እስና (annual) | ቅዱስ ኤስድሮስ ሰማዕት (monthly) | አቡነ ስነ ኢየሱስ (monthly)
11-20,320,8,4,1,7,12,በዓታ ለእግዝእትነ ማርያም (በ፰0 ዕለት) (annual) | ቅዱስ ጢሞቴዎስ ዘእስክንድርያ (annual) | ቅዱስ ዮሐንስ ሐፂር (monthly) | ቅዱስ አክሎግ ቀሲስ (monthly) | ቅዱስ አፄ ካሌብ ጻድቅ (ንጉሠ ኢትዮዽያ) (monthly) | አባ አሞንዮስ ዘሃገረ ቶና (monthly) | ቅድስት ሳድዥ የዋሒት (monthly)
11-21,321,13,25,4,9,31,አቡነ ኤዎስጣቴዎስ (ኢትዮዽያዊ) ልደታቸው (annual) | ብጹዕ አወ ክርስቶስና ሚስቱ (ጻድቃን) (annual) | ቅዱስ ሱስንዮስ ጻድቅ (annual) | ቅዱስ ዮራኖስ መኮንን (የ100 አለቃው) (annual) | አበው ጎርጎርዮሳት (monthly) | አቡነ ምዕመነ ድንግል (monthly) | አቡነ አምደ ሥላሴ (monthly) | አባ አሮን ሶርያዊ (monthly) | አባ መርትያኖስ ጻድቅ️ (monthly)
11-22,322,9,5,1,8,11,አቡነ ዼጥሮስ ሰማዕት (ኢትዮዽያዊ) (annual) | ቅዱስ መቃርስ ሰማዕት (የፋሲለደስ ልጅ) (annual) | ቅዱስ ለውንትዮስ (ክቡር ሰማዕት) (annual) | አባ እንጦንስ አበ መነኮሳት (ቅዳሴ ቤታቸው) (annual) | ቅዱስ መርካሎስ (annual) | ቅዱስ ሉቃስ ወንጌላዊ (monthly) | ቅዱስ ደቅስዮስ (የእመቤታችን ወዳጅ) (monthly) | አባ ዻውሊ የዋህ (monthly)
11-23,323,11,13,3,8,27,ቅድስት መሪና እናታችን (ታላቁዋ ሰማዕት) (annual) | ቅዱስ ለንጊኖስ ሐራ (ሐዋርያና ሰማዕት) (annual) | ቅዱስ አብጥልማዎስ (annual) | አባ ጢሞቴዎስ ገዳማዊ (monthly) | ቅዱስ ዳንኤል ነቢይ (monthly) | አባ ሳሙኤል (monthly) | አባ ስምዖን (monthly) | አባ ገብርኤል (monthly)
11-24,324,14,13,5,9,36,"አቡነ ዘዮሐንስ ጻድቅ ዘክብራን (ኢትዮዽያዊ) (annual) | ""፲፱0,000"" ሰማዕታት (የአባ ኖብ ማሕበር) (annual) | አቡነ ተወልደ መድኅን (ኢትዮዽያዊ) (annual) | አባ ስምዖን ጻድቅ ሊቀ ዻዻሳት (annual) | ቅድስት ክብራ (መስቀል ክብራ) ዘእንጦንስ ኢየሱስ (annual) | ቅዱስ አጋቢጦስ (ጻድቅ ኤዺስቆዾስ) (monthly) | ቅዱስ ቶማስ ዘመርዐስ (monthly) | ቅዱስ አብላርዮስ ታላቁ (monthly) | ቅዱስ አባ ሙሴ ጸሊም (ኢትዮዽያዊ) (monthly)"
11-25,325,14,9,2,12,14,"ቅዱስ ኄኖክ ነቢይ (ዕርገቱ) (annual) | ቅድስት ቴክላ ሐዋርያዊት (annual) | ቅዱስ አበከረዙን ታላቁ (ጻድቅና ሰማዕት) (annual) | ቅዱስ ዱማድዮስ ሶርያዊ (ጻድቅና ሰማዕት) (annual) | ቅድስት ኢላርያ ሰማዕት (annual) | ቅዱሳት ቴክላ ወሙጊ ሰማዕታት (annual) | ቅዱስ እንዲኒና ሰማዕት (annual) | አባ ይስሐቅ ሰማዕት (annual) | አባ ሕጻን ሞዐ ዘደብረ ሊባኖስ (annual) | ""25,000"" ሰማዕታት (የአትሪብ /ግብፅ/ ሰዎች) (annual) | ቅዱስ ይሁዳ ሐዋርያ (ከ፯፪ቱ አርድእት) (monthly) | ቅዱስ አባ አቡፋና ጻድቅ (monthly)"
11-26,326,8,3,2,6,25,ቅዱስ ዮሴፍ አረጋዊ (የ ድንግል ማርያም ጠባቂ) (annual) | ቅዱስ አባ ጢሞቴዎስ (ዘአልቦ ጥሪት) (annual) | አባ ሮዲስ (annual) | ቅዱስ ቶማስ ሐዋርያ (monthly) | አቡነ ሐብተ ማርያም ጻድቅ (monthly) | ቅዱሳን ሰማዕታተ ናግራን (monthly)
11-27,327,11,22,3,8,27,ቅዱስ ሴት ነቢይ (ወልደ አዳም) (annual) | ቅዱስ ሕዝቅኤል ነቢይ (annual) | ቅዱስ አሞን ሰማዕት (annual) | አቡነ መብዐ ፅዮን ጻድቅ (monthly) | ቅዱስ መቃርስ (የመነኮሳት ሁሉ አለቃ) (monthly) | ቅዱስ ያዕቆብ ዘግሙድ (monthly) | ቅዱስ ገላውዴዎስ ሰማዕት (ንጉሠ ኢትዮዽያ) (monthly) | ቅዱስ ቢፋሞን ጻድቅና ሰማዕት (monthly)
11-28,328,6,6,1,5,17,ቅዱሳን ጻድቃን እንድራኒቆስና አትናስያ (annual) | አቡነ ፊልዾስ ጻድቅ (ዘደብረ ሊባኖስ) (annual) | ቅዱሳን አበው (አብርሃም ይስሐቅና ያዕቆብ) (monthly) | ቅድስት ዓመተ ክ ክርስቶስ (monthly) | ቅዱስ ቴዎድሮስ ሮማዊ (ሰማዕት) (monthly)
11-29,329,9,17,5,4,56,ቅዱስ ዋርስኖፋ ሰማዕት (annual) | ቅድስት አርሴማ ድንግል (monthly) | ቅዱስ ዼጥሮስ ተፍጻሜተ ሰማዕት (monthly) | ቅዱስ ማርቆስ ዘቶርማቅ (monthly)
11-30,330,11,7,3,8,27,ቅዱስ ዻውሎስ መናኒ (ከቤተሰቡ ጋር) (annual) | ቅዱስ ሱርያል (እሥራልዩ) ሊቀ መላእክት (annual) | ቅዱሳን መርቆሬዎስና ኤፍሬም (ሰማዕታት) (annual) | ቅዱስ ጢሞቴዎስ ዘአልቦ ጥሪት (ፍልሠቱ) (annual) | እናታችን ማርያም ክብራ ኢትዮዽያዊት (የዐፄ ናዖድ ሚስት) (annual) | አባ ሣሉሲ ክቡር (monthly) | ቅዱስ ጐርጐርዮስ ነባቤ መለኮት (monthly) | ቅድስት ሶፍያ ሰማዕት (monthly)
12-1,331,12,16,6,6,50,በአተ ጾመ ፍልሠታ (annual) | አበው ሐዋርያት ዮሴፍና ኒቆዲሞስ (annual) | ቅድስት ሐና ነቢይት (ወለተ ፋኑኤል) (annual) | ደናግል ቅዱሳት (የንግስት ሶፍያ ልጆች) (annual) | ቅዱስ በርተሎሜዎስ ሐዋርያ (monthly) | ቅዱስ ሚልኪ ትሩፈ ምግባር (monthly)
12-2,332,10,8,2,8,20,ቅድስት አትናስያ ቡርክት (annual) | ቅድስት ኢዮዸራቅስያ ድንግል (annual) | ቅዱስ ዴሚና ሰማዕት (annual) | ቅዱስ ኢዮብ ጻድቅ ተአጋሲ (monthly) | ቅዱስ አቤል ጻድቅ (monthly) | ቅዱስ አባ ዻውሊ ገዳማዊ (ታላቁ) (monthly) | ቅዱስ ሳዊሮስ ዘአንጾኪያ (monthly) | አባ ሕርያቆስ ዘሃገረ ብሕንሳ (monthly)
12-3,333,9,15,4,5,44,ታላቁ አባ ስምዖን ዘዓምድ (annual) | ቅድስት ሶፍያ ቡርክትና ደናግል ልጆቿ (annual) | በዓታ ለእግዝእትነ ማርያም ድንግል ወላዲተ አምላክ (monthly) | ቅዱሳን ሊቃነ ካህናት አበው (ዘካርያስና ስምዖን) (monthly) | ቅዱስ ቄርሎስ ሊቅ (ዓምደ ሃይማኖት) (monthly)
12-4,334,7,13,3,4,43,ቅዱስ ሕዝቅያስ ጻድቅ (ንጉሠ ይሁዳ) (annual) | አባ ማቴዎስ ገዳማዊ (annual) | ቅዱስ ዳዊት ሰማዕት (annual) | ቅድስት ሶፍያ ሰማዕት (monthly)
12-5,335,10,12,2,8,20,ቅዱስ አባ አብርሃም ገዳማዊ (annual) | ቅድስት ማርያ እህቱ (annual) | ቅዱስ ዮሐንስ ጻድቅ (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (monthly) | ቅዱስ ዻውሎስ ብርሃነ ዓለም (monthly) | ቅዱስ ዮሐኒ ኢትዮዽያዊ (monthly) | ቅዱስ አሞኒ ዘናሒሶ (monthly) | ቅድስት አውጋንያ (ሰማዕትና ጻድቅ) (monthly)
12-6,336,13,16,5,8,38,አባ ዊጻ (የታላቁ ሲኖዳ ደቀ መዝሙር) (annual) | ቅድስት ደብረ ቁስቁዋም (monthly) | አባታችን ኖኅና እናታችን ሐይከል (monthly) | ቅዱስ ባስልዮስ ዘቂሣርያ (monthly) | ቅዱስ ዮሴፍ አረጋዊ (monthly) | ቅድስት ሰሎሜ (monthly) | አባ አርከ ሥሉስ (monthly) | አባ ጽጌ ድንግል (monthly)
12-7,337,14,21,5,9,36,በዓለ ጽንሰታ ለእግዝእትነ ማርያም (annual) | ቅዱስ ዼጥሮስ ሊቀ ሐዋርያት (annual) | አፄ ናዖድ ጻድቅ (ንጉሠ ኢትዮዽያ) (annual) | ቅዱስ ዮሴፍ ጻድቅ (ወልደ ያዕቆብ-ልደቱ) (annual) | አባ ጢሞቴዎስ ሊቀ ዻዻሳት (annual) | አባ ሲኖዳ (የባሕታውያን አለቃ) (monthly) | አባ ዳንኤል ዘገዳመ ሲሐት (monthly) | አባ ባውላ ገዳማዊ (monthly) | ቅዱስ አትናቴዎስ ሐዋርያዊ (monthly)
12-8,338,10,8,1,9,10,"ቅዱስ አልዓዛር ካህን (ሰማዕት) (annual) | ቅድስት ሰሎሜ ሰማዕት (ሚስቱ) (annual) | ""፯ቱ"" ቅዱሳን ሰማዕታት (ልጆቹ) (annual) | ቅዱስ አሞን ሰማዕት (annual) | ቅዱስ ሙሴ ሊቀ ነቢያት (monthly) | ኪሩቤል (አርባዕቱ እንስሳ) (monthly) | አባ ብሶይ (ቢሾይ) (monthly) | አባ ሳሙኤል ዘደብረ ቀልሞን (monthly) | ቅዱስ ማትያስ ሐዋርያ (ከ፲፪ቱ ሐዋርያት) (monthly)"
12-9,339,8,12,3,5,38,"ቅዱስ አባ ኦሪ ቀሲስ (ሰማዕት) (annual) | አባ ዺላጦስ ሊቀ ዻዻሳት (annual) | አባ በርሱማ ሶርያዊ (ለሶርያ መነኮሳት ኁሉ አባት) (monthly) | ""፫፲፰ቱ"" ቅዱሳን ሊቃውንት (ርቱዐነ ሃይማኖት ዘኒቅያ) (monthly) | የብሔረ ብፁዐን ጻድቃን (monthly)"
12-10,340,12,11,4,8,33,"ቅዱስ መጥራ ሰማዕት (annual) | ቅዱስ ሐርስጥፎሮስ ሰማዕት (annual) | ""፴፼"" ሰማዕታት (የሐርስጥፎሮስ ማሕበር) (annual) | ቅዱሳን ቢካቦስና ዮሐንስ (ሰማዕታት) (annual) | ቅዱስ ናትናኤል ሐዋርያ (monthly) | ቅዱስ ኒቆላዎስ ዘሃገረ ሜራ (monthly) | ቅዱስ ያዕቆብ ሐዋርያ (ወልደ እልፍዮስ) (monthly) | ቅድስት ዕሌኒ ንግስት (monthly)"
12-11,341,8,14,4,4,50,"ቅዱስ አባ ሞይስስ (annual) | ቅዱስ አብጥልማዎስ (annual) | ""34"" ሰማዕታት (የቅዱስ ፋሲለደስ ማሕበር) (annual) | ማር ገላውዴዎስ ርንቤተክ (monthly)"
12-12,342,10,28,6,4,60,ቅዱስ ማቴዎስ ሐዋርያ (monthly) | ቅዱስ ድሜጥሮስ (monthly) | ቅዱስ ዮሐንስ አፈ ወርቅ (monthly) | ቅድስት ክርስቶስ ሠምራ (monthly)
12-13,343,14,25,6,8,43,"ቅዱስ ሙሴ ሊቀ ነቢያት (ልደቱ) (annual) | ቅዱሳን አበው ሐዋርያት (annual) | አባ ጋልዮን መስተጋድል (annual) | ቅድስት ኦፍራ ሰማዕት (annual) | ""99ኙ"" ነገደ መላዕክት (monthly) | ቅዱስ አስከናፍር (monthly) | ""፲፫ቱ"" ግኁሳን አባቶች (monthly) | ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ (monthly)"
